lng,lat
140.178436,37.480230
140.223353,37.521385
140.174854,37.494202
140.218297,37.517981
140.211730,37.520039
140.157067,37.492306
140.162659,37.500127
140.173782,37.495804
140.200555,37.492711
140.184331,37.484098
140.179134,37.495258
140.214861,37.517389
140.216407,37.518402
140.205170,37.507260
140.186925,37.502213
140.187321,37.492238
140.175768,37.489361
140.171129,37.486501
140.161759,37.501012
140.152888,37.485226
140.150127,37.485812
140.175821,37.484416
140.179175,37.486986
140.212538,37.521490
140.161165,37.501452
140.181114,37.481710
140.173382,37.494989
140.170697,37.490091
140.205872,37.507720
140.162041,37.490405
140.154902,37.488854
140.205256,37.516074
140.215564,37.517850
140.207044,37.496228
140.188506,37.502328
140.199159,37.498895
140.209149,37.516043
140.193318,37.500873
140.184211,37.501632
140.156898,37.492932
140.166338,37.498206
140.191404,37.501923
140.215377,37.526300
140.187403,37.490171
140.172590,37.485984
140.174121,37.501745
140.216407,37.518402
140.210648,37.518224
140.193466,37.500785
140.185212,37.501827
140.187842,37.489998
140.190721,37.490042
140.204561,37.497089
140.191006,37.490136
140.210508,37.518132
140.198341,37.508684
140.175965,37.484418
140.177070,37.485604
140.203814,37.508768
140.211730,37.520039
140.215788,37.504724
140.193878,37.504928
140.177247,37.488395
140.167415,37.489320
140.195643,37.500369
140.204084,37.509222
140.189610,37.492633
140.212208,37.526251
140.194419,37.505836
140.201702,37.522134
140.162927,37.489880
140.173172,37.482216
140.220394,37.515945
140.185519,37.483217
140.211867,37.520221
140.194664,37.506919
140.170618,37.488471
140.201558,37.522132
140.150541,37.486268
140.175965,37.484418
140.215788,37.504724
140.201949,37.493902
140.166309,37.498925
140.195616,37.490117
140.197438,37.509659
140.226723,37.519997
140.211783,37.518691
140.200508,37.508537
140.176955,37.488480
140.191484,37.488975
140.196890,37.508931
140.179316,37.487078
140.175688,37.484144
140.204439,37.507518
140.177024,37.490369
140.206549,37.512497
140.174397,37.494825
140.173309,37.485995
140.159261,37.484337
140.188092,37.494588
140.173689,37.501738
140.215781,37.508591
140.215420,37.517847
140.179750,37.497876
140.192506,37.488631
140.198590,37.498706
140.215901,37.527656
140.172241,37.494701
140.205290,37.522549
140.163537,37.499781
140.173464,37.482131
140.161304,37.490843
140.194421,37.509433
140.163370,37.489617
140.226157,37.519719
140.151290,37.485560
140.180236,37.482056
140.177112,37.480929
140.157521,37.491773
140.174054,37.485377
140.198432,37.499063
140.183978,37.492995
140.207602,37.496686
140.158496,37.492598
140.170834,37.486676
140.198655,37.493401
140.173468,37.485638
140.175821,37.484416
140.213881,37.524029
140.209152,37.515953
140.179267,37.495530
140.183032,37.495049
140.196014,37.487336
140.209149,37.516043
140.215244,37.507593
140.158020,37.497267
140.169743,37.488727
140.180471,37.501484
140.212459,37.501436
140.188938,37.502334
140.220436,37.514866
140.206355,37.517439
140.177586,37.494335
140.190314,37.489406
140.193649,37.492515
140.176045,37.493232
140.184272,37.478342
140.210093,37.517676
140.166425,37.492452
140.185780,37.480254
140.222440,37.522630
140.192365,37.495823
140.173190,37.481767
140.185314,37.484743
140.181827,37.485498
140.192650,37.488633
140.195136,37.487682
140.168401,37.497069
140.163752,37.483688
140.197673,37.511012
140.195582,37.494613
140.169293,37.496364
140.164100,37.489359
140.198724,37.498978
140.168966,37.493751
140.196181,37.490396
140.190532,37.502089
140.169121,37.493484
140.185780,37.480254
140.208464,37.515134
140.167174,37.488148
140.194484,37.500531
140.184914,37.494808
140.160578,37.501713
140.195302,37.494429
140.206313,37.496486
140.206022,37.496572
140.190968,37.502006
140.214478,37.505064
140.178923,37.482486
140.190244,37.502085
140.168681,37.493657
140.183978,37.492995
140.174191,37.481962
140.150127,37.485812
140.183978,37.492995
140.207406,37.516376
140.199144,37.491970
140.155880,37.489589
140.182891,37.494957
140.193793,37.492517
140.217693,37.515004
140.194133,37.509428
140.198724,37.498978
140.215244,37.526028
140.175681,37.484324
140.159007,37.494225
140.194761,37.493521
140.163836,37.499516
140.174707,37.494290
140.184316,37.480861
140.172223,37.491554
140.184331,37.484098
140.180503,37.486197
140.167954,37.497422
140.195582,37.494613
140.177012,37.483445
140.213498,37.508016
140.179750,37.497876
140.215683,37.503733
140.173256,37.490940
140.197756,37.512542
140.175520,37.495562
140.186209,37.502112
140.173173,37.485813
140.170693,37.490181
140.206131,37.515817
140.185208,37.501917
140.199742,37.498724
140.218027,37.517527
140.206549,37.512497
140.174205,37.485200
140.169272,37.493306
140.219826,37.523130
140.171766,37.495773
140.193954,37.499354
140.192264,37.494742
140.215244,37.507593
140.220215,37.516841
140.187872,37.492876
140.189014,37.485879
140.218343,37.520500
140.161456,37.501367
140.171420,37.486415
140.192945,37.488458
140.185780,37.480254
140.206549,37.512497
140.215782,37.527025
140.174788,37.485029
140.188668,37.494597
140.155880,37.489589
140.209392,37.506155
140.175821,37.484416
140.170834,37.486676
140.170600,37.496115
140.217924,37.512760
140.176365,37.488830
140.214001,37.502539
140.182492,37.494141
140.178543,37.492012
140.200124,37.492705
140.150825,37.486362
140.211980,37.524719
140.157654,37.492045
140.159031,37.497192
140.182048,37.490807
140.159902,37.497026
140.196692,37.495709
140.183978,37.492995
140.202254,37.508114
140.201677,37.511792
140.188809,37.494689
140.210610,37.511839
140.221027,37.514515
140.201990,37.522139
140.203817,37.508678
140.192120,37.494740
140.164978,37.489013
140.168401,37.497069
140.175624,37.489359
140.216772,37.523803
140.171273,37.486503
140.215261,37.503457
140.206189,37.507006
140.170834,37.486676
140.150275,37.485724
140.160220,37.492715
140.216389,37.522538
140.187321,37.492238
140.155880,37.489589
140.196218,37.511349
140.174851,37.494292
140.205951,37.516714
140.182492,37.494141
140.192678,37.509766
140.162008,37.494811
140.173785,37.495715
140.150271,37.485814
140.209104,37.506151
140.182859,37.481288
140.155880,37.489589
140.188422,37.489917
140.150127,37.485812
140.186925,37.502213
140.200944,37.508454
140.163678,37.496276
140.205187,37.510497
140.159035,37.497103
140.200656,37.508450
140.202644,37.494542
140.187836,37.493774
140.188655,37.487672
140.186209,37.502112
140.209693,37.516861
140.188168,37.485416
140.150127,37.485812
140.165417,37.488840
140.191112,37.502008
140.192506,37.488631
140.221297,37.514969
140.190314,37.489406
140.160905,37.486431
140.209540,37.506068
140.217710,37.514555
140.186404,37.482691
140.222840,37.519759
140.180330,37.501392
140.215637,37.508589
140.189847,37.490298
140.209008,37.515951
140.197558,37.499320
140.195446,37.494431
140.198053,37.508679
140.196163,37.509100
140.179189,37.483029
140.150998,37.485646
140.156783,37.492211
140.204361,37.513182
140.192264,37.494742
140.203734,37.518119
140.184351,37.490843
140.209008,37.515951
140.214141,37.502631
140.182621,37.494503
140.180618,37.501396
140.200552,37.492801
140.194133,37.509428
140.171283,37.482636
140.185780,37.480254
140.199932,37.508528
140.197308,37.509297
140.198569,37.510216
140.173464,37.482131
140.182420,37.481461
140.224619,37.522213
140.210104,37.517407
140.194484,37.500531
140.196396,37.514139
140.221301,37.514879
140.158416,37.494575
140.186353,37.502114
140.178580,37.480232
140.186925,37.502213
140.215202,37.504985
140.188074,37.502321
140.214735,37.505877
140.183923,37.501627
140.185202,37.494813
140.206461,37.496399
140.211056,37.518860
140.163393,37.499779
140.212884,37.501622
140.175095,37.495375
140.192506,37.488631
140.215205,37.504895
140.188312,37.485419
140.179172,37.487076
140.177691,37.495326
140.173173,37.485813
140.192506,37.488631
140.173752,37.482135
140.193368,37.492331
140.200860,37.517895
140.199065,37.508605
140.170690,37.486674
140.158682,37.484418
140.192678,37.509766
140.164725,37.498900
140.170834,37.486676
140.185591,37.485017
140.195590,37.494433
140.214850,37.506598
140.156726,37.490052
140.166482,37.498208
140.195479,37.489935
140.180159,37.491227
140.168789,37.494558
140.155880,37.489589
140.200271,37.492617
140.210643,37.499970
140.156754,37.492930
140.159124,37.502050
140.197452,37.491045
140.181130,37.488545
140.191706,37.501568
140.178751,37.490396
140.170744,37.496117
140.150127,37.485812
140.190968,37.502006
140.183491,37.501620
140.155840,37.490578
140.192986,37.498350
140.184316,37.480861
140.192506,37.488631
140.214141,37.502631
140.158416,37.494575
140.225346,37.522045
140.181469,37.480007
140.211730,37.520039
140.162644,37.500486
140.196602,37.490672
140.159673,37.491987
140.174610,37.500314
140.193878,37.504928
140.195309,37.494249
140.195136,37.487682
140.205446,37.514908
140.174854,37.494202
140.202090,37.493994
140.184172,37.480858
140.179606,37.497873
140.176224,37.481544
140.167648,37.494270
140.221874,37.522352
140.194468,37.497294
140.169743,37.488727
140.181821,37.489275
140.195136,37.487682
140.198871,37.498890
140.198590,37.498706
140.161008,37.491019
140.183298,37.481115
140.201344,37.498299
140.215514,37.508047
140.167361,37.483474
140.181130,37.488545
140.159991,37.501974
140.181693,37.481629
140.177628,37.486062
140.205256,37.516074
140.182747,37.494955
140.184116,37.485893
140.179134,37.495258
140.096502,37.514539
140.088481,37.509912
140.088637,37.513062
140.104948,37.515935
140.102945,37.519050
140.081489,37.511687
140.079765,37.518403
140.096790,37.514544
140.085230,37.511838
140.100631,37.515775
140.086859,37.510785
140.079773,37.518223
140.079917,37.518225
140.080140,37.509506
140.104568,37.514670
140.104734,37.514133
140.094144,37.512343
140.094938,37.517481
140.100775,37.515777
140.097426,37.520039
140.079769,37.518313
140.088893,37.517293
140.093200,37.510798
140.097217,37.511223
140.083824,37.514423
140.083120,37.517468
140.089634,37.513348
140.102701,37.511042
140.092692,37.512589
140.078555,37.509480
140.105309,37.517649
140.103049,37.516534
140.088344,37.509730
140.088752,37.517201
140.093200,37.510798
140.107913,37.517421
140.085230,37.511838
140.085856,37.514096
140.079355,37.511022
140.076930,37.513860
140.080723,37.509336
140.104107,37.511875
140.092545,37.512676
140.083414,37.510459
140.093786,37.517462
140.085230,37.511838
140.078962,37.520368
140.087336,37.509714
140.097636,37.515007
140.104366,37.512598
140.093646,37.517370
140.104581,37.510893
140.088213,37.512875
140.090726,37.514805
140.091295,37.514994
140.084612,37.512817
140.088900,37.517113
140.107614,37.517686
140.080376,37.517603
140.081736,37.516097
140.098713,37.516823
140.090478,37.510394
140.096990,37.520122
140.093203,37.510709
140.106319,37.514158
140.106393,37.512361
140.097671,37.517615
140.100487,37.515773
140.102535,37.518504
140.100631,37.515775
140.086791,37.512403
140.085381,37.511660
140.104347,37.513047
140.083081,37.511533
140.087995,37.507746
140.078411,37.509478
140.075372,37.509788
140.081489,37.511687
140.087093,37.518972
140.089218,37.516399
140.082296,37.509631
140.089718,37.514788
140.104446,37.514128
140.078707,37.512720
140.078788,37.521085
140.079359,37.510932
140.090478,37.510394
140.102269,37.511035
140.073128,37.511729
140.105309,37.517649
140.083828,37.514333
140.083085,37.514860
140.100717,37.513708
140.084052,37.515865
140.096800,37.517781
140.103524,37.512045
140.096574,37.512832
140.088169,37.507030
140.108609,37.511048
140.076475,37.514392
140.091198,37.510406
140.079355,37.511022
140.097232,37.517788
140.089774,37.513440
140.096815,37.517422
140.090434,37.514890
140.091211,37.513554
140.088430,37.518005
140.080978,37.516984
140.108321,37.511043
140.100631,37.515775
140.105309,37.517649
140.074315,37.507522
140.104446,37.514128
140.079106,37.520370
140.101912,37.516155
140.088505,37.512790
140.080852,37.509698
140.097329,37.515452
140.089722,37.514699
140.089037,37.517295
140.104584,37.510803
140.099905,37.519360
140.078886,37.515331
140.100631,37.515775
140.086480,37.509520
140.101628,37.516061
140.087424,37.511064
140.086620,37.509612
140.096934,37.514546
140.080428,37.509511
140.097314,37.515811
140.080978,37.516984
140.091639,37.513651
140.099630,37.515579
140.074315,37.514357
140.089218,37.516399
140.088487,37.506315
140.088344,37.509730
140.079917,37.518225
140.104878,37.514135
140.083941,37.511637
140.085970,37.514817
140.079848,37.509591
140.104369,37.512508
140.103190,37.516626
140.093200,37.510798
140.083941,37.511637
140.081551,37.517083
140.085378,37.511750
140.086887,37.516990
140.089714,37.514878
140.083597,37.516397
140.087822,37.511880
140.102675,37.518596
140.089058,37.513339
140.076073,37.513666
140.088896,37.517203
140.089965,37.515782
140.104373,37.512418
140.092859,37.512052
140.100631,37.515775
140.080152,37.516071
140.098487,37.511873
140.096674,37.517330
140.113789,37.518235
140.092775,37.520953
140.104590,37.514130
140.102125,37.511033
140.093340,37.510891
140.074792,37.509868
140.080852,37.509698
140.108321,37.511043
140.089058,37.513339
140.086620,37.509612
140.096790,37.514544
140.081392,37.520857
140.108177,37.511041
140.102413,37.511038
140.081736,37.516097
140.075376,37.509698
140.111090,37.513786
140.080523,37.517516
140.097570,37.520042
140.109583,37.515380
140.104104,37.511964
140.096151,37.516062
140.103573,37.517801
140.093196,37.510888
140.093056,37.510796
140.096934,37.514546
140.105309,37.517649
140.101940,37.512019
140.108037,37.510949
140.080485,37.514997
140.103049,37.516534
140.083601,37.516307
140.091339,37.520840
140.086480,37.509520
140.090714,37.511657
140.085855,37.510679
140.085599,37.516790
140.080284,37.509509
140.076070,37.513756
140.076070,37.513756
140.093196,37.510888
140.080440,37.516076
140.086999,37.510877
140.092343,37.510605
140.097815,37.517618
140.081266,37.516989
140.079166,37.515515
140.099617,37.519356
140.097076,37.518055
140.086571,37.510780
140.087955,37.512152
140.096461,37.515528
140.080523,37.517516
140.107614,37.517686
140.092343,37.510605
140.085692,37.511126
140.074463,37.514269
140.080575,37.509423
140.080527,37.517426
140.109228,37.516993
140.107899,37.514274
140.101717,37.513904
140.088505,37.512790
140.100849,37.513980
140.097271,37.520307
140.087743,37.513767
140.100288,37.513611
140.104590,37.514130
140.108335,37.514191
140.089421,37.511546
140.094501,37.514147
140.093200,37.510798
140.094789,37.514152
140.078632,37.521352
140.094497,37.514237
140.104158,37.514123
140.087671,37.512057
140.079167,37.518933
140.089490,37.513346
140.093200,37.510798
140.088340,37.506403
140.089867,37.518118
140.087136,37.511059
140.088230,37.519350
140.104587,37.514220
140.078954,37.520548
140.084158,37.513349
140.087545,37.511606
140.078855,37.512633
140.083941,37.511637
140.098030,37.522837
140.074633,37.506808
140.095573,37.512636
140.096527,37.517417
140.081596,37.516005
140.101865,37.513817
140.080383,37.517424
140.108609,37.511048
140.080982,37.516894
140.083828,37.514333
140.107754,37.517779
140.093200,37.510798
140.094568,37.512529
140.089195,37.513521
140.103049,37.516534
140.103137,37.510960
140.082183,37.515745
140.091195,37.510496
140.093786,37.517462
140.081732,37.516187
140.095713,37.512728
140.111632,37.518111
140.109491,37.514120
140.093356,37.513948
140.079917,37.518225
140.099579,37.513330
140.139637,37.492300
140.131538,37.489564
140.133536,37.511178
140.131619,37.512226
140.133381,37.514952
140.127933,37.507221
140.177523,37.532012
140.161864,37.516301
140.128488,37.511277
140.162862,37.512989
140.150595,37.520530
140.147329,37.519310
140.118901,37.509595
140.137895,37.492632
140.174843,37.523338
140.152758,37.524071
140.161274,37.513054
140.174790,37.503014
140.173867,37.522513
140.174288,37.522790
140.197664,37.525849
140.131553,37.510337
140.178628,37.526005
140.175099,37.534942
140.139741,37.493291
140.166534,37.525636
140.152372,37.515792
140.203321,37.524947
140.173535,37.519990
140.164325,37.501682
140.132261,37.507111
140.136620,37.513295
140.168946,37.537364
140.144085,37.492730
140.131036,37.512397
140.146479,37.511832
140.201674,37.522853
140.155276,37.522402
140.141898,37.514638
140.179476,37.515586
140.158527,37.513281
140.130966,37.514104
140.188676,37.512582
140.119182,37.513286
140.157739,37.522081
140.139713,37.508128
140.122480,37.506685
140.131231,37.507634
140.178207,37.525728
140.146939,37.521821
140.152316,37.502932
140.170442,37.507263
140.169242,37.519204
140.149309,37.520240
140.178824,37.513868
140.156352,37.513607
140.172728,37.514942
140.129419,37.513180
140.151705,37.518030
140.169801,37.519662
140.136759,37.509880
140.125832,37.498735
140.136652,37.498368
140.175342,37.514443
140.126892,37.501000
140.151573,37.514161
140.153328,37.520663
140.135793,37.515890
140.133093,37.511440
140.161510,37.521511
140.171248,37.533893
140.142452,37.515186
140.161522,37.514048
140.142510,37.520852
140.186026,37.513979
140.165504,37.522563
140.147952,37.489734
140.149636,37.490840
140.156022,37.496785
140.152868,37.517778
140.129130,37.513176
140.126596,37.504682
140.127379,37.506673
140.194327,37.522740
140.194631,37.525982
140.155934,37.513240
140.129045,37.508228
140.155880,37.489589
140.158268,37.512558
140.158383,37.513279
140.155331,37.517457
140.130715,37.516708
140.125883,37.497477
140.140220,37.492130
140.156138,37.518909
140.152330,37.502573
140.134227,37.497790
140.133754,37.512890
140.145535,37.520900
140.201584,37.517816
140.145555,37.523958
140.144632,37.486354
140.129574,37.512913
140.188612,37.525080
140.144596,37.519176
140.151044,37.488074
140.154550,37.497572
140.123953,37.502392
140.192372,37.532062
140.156137,37.497507
140.163749,37.501673
140.177097,37.524632
140.190430,37.515576
140.133982,37.510825
140.115160,37.512952
140.126205,37.500180
140.142284,37.494500
140.138647,37.491835
140.171897,37.521314
140.176149,37.512298
140.135593,37.485492
140.130192,37.501322
140.178022,37.519521
140.152084,37.515788
140.122635,37.509924
140.170488,37.520482
140.134876,37.510120
140.125130,37.494767
140.123875,37.500772
140.142012,37.515359
140.142678,37.516718
140.141698,37.487657
140.144188,37.515033
140.145204,37.486453
140.164004,37.534769
140.131306,37.516358
140.204446,37.525683
140.169088,37.512277
140.150242,37.504338
140.134031,37.513164
140.205436,37.526148
140.152544,37.536478
140.131730,37.509530
140.160861,37.526896
140.153736,37.517702
140.151062,37.505430
140.127509,37.507035
140.139887,37.500308
140.131025,37.512666
140.199360,37.519400
140.174378,37.527737
140.127295,37.508740
140.168226,37.530159
140.172304,37.532740
140.136759,37.509880
140.205337,37.528664
140.173161,37.522143
140.149555,37.485713
140.127793,37.507129
140.152201,37.502211
140.145238,37.496256
140.152869,37.507077
140.208016,37.526547
140.154292,37.514653
140.157820,37.502209
140.148836,37.492805
140.184787,37.537880
140.148551,37.524724
140.131774,37.508452
140.203177,37.524944
140.126844,37.505675
140.142308,37.515184
140.187669,37.516163
140.149329,37.523298
140.176713,37.530651
140.112542,37.513539
140.115544,37.510620
140.156348,37.513697
140.173006,37.533201
140.174363,37.520902
140.195212,37.514930
140.175833,37.523803
140.129662,37.514263
140.149842,37.521328
140.128005,37.487889
140.142975,37.520050
140.132754,37.516201
140.170222,37.519939
140.153748,37.513835
140.148387,37.521664
140.151282,37.503545
140.139278,37.511718
140.168089,37.529977
140.156793,37.520538
140.184916,37.523764
140.159391,37.513295
140.155993,37.497504
140.149186,37.505490
140.170780,37.520397
140.128466,37.511816
140.152866,37.503570
140.180417,37.520907
140.195209,37.515020
140.175517,37.535308
140.165870,37.499098
140.131380,37.514560
140.144727,37.515941
140.144479,37.514948
140.165731,37.516901
140.165804,37.515104
140.149307,37.502525
140.160783,37.535978
140.167339,37.498402
140.163183,37.533677
140.141561,37.494579
140.125980,37.498647
140.201905,37.524295
140.118635,37.512558
140.151429,37.514159
140.169505,37.519838
140.172743,37.521777
140.160727,37.512326
140.172476,37.514039
140.144596,37.519176
140.170780,37.520397
140.141498,37.513822
140.172743,37.521777
140.157040,37.510830
140.125722,37.508445
140.165291,37.527865
140.151213,37.523058
140.129699,37.488725
140.173006,37.533201
140.125414,37.494861
140.150956,37.518737
140.172285,37.511608
140.141782,37.521020
140.150181,37.502269
140.187764,37.510140
140.150705,37.514237
140.144806,37.510457
140.123912,37.506887
140.174730,37.511736
140.143068,37.496491
140.126955,37.509993
140.202000,37.525556
140.191254,37.520265
140.158087,37.513454
140.127302,37.508560
140.125127,37.494857
140.147181,37.498085
140.178491,37.525823
140.125134,37.494677
140.149819,37.500555
140.126885,37.511701
140.170085,37.519757
140.139054,37.492471
140.127295,37.508740
140.129279,37.488448
140.129506,37.507516
140.141322,37.507524
140.134362,37.490957
140.127166,37.511885
140.150277,37.514140
140.156097,37.509196
140.135458,37.517053
140.138598,37.510718
140.149983,37.485809
140.150454,37.513334
140.134148,37.506781
140.141550,37.512564
140.146213,37.497080
140.194192,37.526155
140.182014,37.524259
140.141378,37.516787
140.215613,37.527652
140.165410,37.524899
140.150127,37.485812
140.149114,37.514392
140.124839,37.508881
140.172160,37.525544
140.123787,37.509943
140.187236,37.523440
140.173449,37.522147
140.152852,37.503930
140.119514,37.512212
140.123790,37.506346
140.144254,37.524027
140.157771,37.510572
140.133237,37.511443
140.155941,37.513061
140.123979,37.501763
140.149924,37.490844
140.158132,37.523077
140.144596,37.519176
140.138723,37.497052
140.153460,37.513831
140.174412,37.501659
140.142939,37.506741
140.153169,37.513916
140.174843,37.523338
140.161428,37.516384
140.193080,37.521462
140.176953,37.524630
140.129673,37.513994
140.131682,37.489566
140.143317,37.508095
140.135917,37.509327
140.146684,37.506800
140.147325,37.519399
140.136288,37.503757
140.123783,37.503019
140.145923,37.521985
140.171562,37.526074
140.188414,37.515545
140.142914,37.489654
140.140796,37.520465
140.142545,37.516446
140.147185,37.519307
140.144633,37.511174
140.126977,37.509454
140.130442,37.516344
140.132664,37.490211
140.192534,37.509763
140.173900,37.532496
140.146758,37.494301
140.151353,37.523150
140.162587,37.519819
140.200626,37.523826
140.135849,37.489812
140.155772,37.513687
140.120290,37.510876
140.123429,37.504632
140.123362,37.509756
140.169335,37.538449
140.136060,37.491704
140.129555,37.488723
140.180389,37.525223
140.201772,37.524024
140.138513,37.488056
140.134736,37.510028
140.126316,37.500991
140.148446,37.502421
140.140884,37.511204
140.144475,37.497323
140.150417,37.514233
140.126445,37.504860
140.165712,37.528141
140.127049,37.490121
140.151562,37.514431
140.161864,37.516301
140.132693,37.507117
140.176012,37.512116
140.189998,37.515569
140.155331,37.517457
140.144665,37.485546
140.186897,37.513813
140.126316,37.500991
140.127029,37.511703
140.126201,37.500270
140.170085,37.519757
140.194608,37.522924
140.180910,37.501311
140.149114,37.514392
140.174988,37.501668
140.133835,37.510912
140.169945,37.519665
140.149163,37.502523
140.173586,37.522329
140.165569,37.524542
140.133436,37.510097
140.157307,37.522075
140.183204,37.519691
140.189465,37.532647
140.195209,37.515020
140.186294,37.518120
140.180967,37.514351
140.159891,37.515191
140.125127,37.494857
140.125839,37.498555
140.207836,37.527444
140.182614,37.520041
140.191390,37.520447
140.152314,37.506529
140.204871,37.525870
140.159774,37.521664
140.140050,37.510472
140.194046,37.522556
140.165438,37.527777
140.159247,37.513292
140.152265,37.504190
140.127306,37.508470
140.127121,37.509457
140.144398,37.524029
140.149883,37.502534
140.122638,37.506327
140.159619,37.536229
140.174238,37.527645
140.135703,37.496914
140.158707,37.512385
140.166664,37.518804
140.175832,37.516609
140.127180,37.501005
140.192936,37.521460
140.136896,37.485332
140.171043,37.510240
140.130456,37.512477
140.173620,37.499849
140.156353,37.510010
140.124012,37.500954
140.130872,37.505829
140.128510,37.510738
140.125570,37.508622
140.168443,37.524767
140.153100,37.515624
140.137331,37.485249
140.183137,37.510518
140.156582,37.515049
140.129107,37.499686
140.168159,37.513882
140.164414,37.535315
140.135231,37.512014
140.125289,37.494410
140.201558,37.522132
140.115098,37.510973
140.173867,37.522513
140.146764,37.504823
140.155880,37.489589
140.155158,37.518174
140.198383,37.529547
140.141925,37.499800
140.158439,37.519035
140.129185,37.508321
140.198668,37.518670
140.127354,37.507302
140.156580,37.522243
140.190969,37.520171
140.177794,37.514391
140.165621,37.501702
140.159652,37.521122
140.138462,37.510536
140.136805,37.515816
140.132697,37.507028
140.214573,37.528446
140.127645,37.507217
140.184437,37.510448
140.197312,37.527462
140.170359,37.516524
140.174489,37.514160
140.180245,37.525220
140.115171,37.512682
140.154990,37.493802
140.132306,37.513046
140.130052,37.501230
140.123927,37.503021
140.162927,37.514969
140.144254,37.524027
140.200911,37.523920
140.157595,37.522079
140.118683,37.514897
140.167784,37.512437
140.154947,37.516282
140.143336,37.511153
140.157768,37.510661
140.164890,37.534243
140.188651,37.524092
140.134682,37.504272
140.126164,37.501168
140.155422,37.515211
140.172192,37.517541
140.178488,37.525912
140.165909,37.501707
140.149694,37.521415
140.174238,37.527645
140.149590,37.495515
140.170928,37.520309
140.131774,37.508452
